doi,author,title,year,abstract,journal
10.1017/cnj.2022.42,Lívia Körtvélyessy; Ľubomír Andrej,Derivational networks of onomatopoeias in English and Slovak,2023,"This article presents research into derivational properties of onomatopoeias in English and in Slovak. Onomatopoeias are defined narrowly in our approach, being restricted to the direct imitation of sounds of extra-linguistic reality. Our sample of 40 onomatopoeic words consists of two sound types: the sounds of animals and the sounds resulting from various falls, strokes, and bursts. A derivational network was produced for each such word. The evaluation parameters comprise derivational capacity, maximum derivational network, saturation value, number of derivation orders, most productive semantic categories by order of derivation, typical combinations of semantic categories, and derivational processes. An evaluation of the networks enabled us to answer the question of whether onomatopoeias are productive word-formation bases, to compare the two Sound Types, and to compare onomatopoeia-based networks to those based on non-iconic vocabulary. These results contribute to a better understanding of the word-formation systems in the compared languages and of the status of onomatopoeias with regard to non-iconic vocabulary.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.43,Marwan Jarrah; Nimer Abusalim; Imran Alrashdan,Evidence for constraints on probing dynamics: A case study of adjectival concord,2023,"Based on facts of adjectival concord in Standard Arabic, this article offers evidence that upward probing (i.e., the goal c-commands the probe) is permitted only if downward probing (i.e., where the probe c-commands the goal) does not result in valuing the probe's uninterpretable feature. Such a constraint on upward probing allows us to account for several intriguing observations in Arabic grammar, including the fact that an adjective can agree in number and gender with one nominal, but in definiteness with another nominal. Hence, on the one hand, this article lends support to Agree proposals according to which absence of a match in the c-command domain of an unvalued feature (uF) is not fatal to the derivation. On the other hand, it speaks against Agree proposals that do not license downward probing or view it as parasitic on upward probing.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2023.2,M. Eugenia M. Rasia,Maximal syntactic/semantic divergence in deadjectivals: Evidence from Romance,2023,"This article explores semantic and syntactic properties of a set of Romance deadjectival verbs sharing comparable derivational morphology. I note: (i) asymmetries between languages where the choice of verbalizer does not become a significant variable; (ii) languages where the use of the verbalizer is associated with distinct syntactic and semantic properties. In Italian, the verbalizer defines a maximal structural contrast in a nontrivial derivation. Italian and Catalan verbs pattern as statives. Yet lack of eventivity and scalarity in Italian defines an empirically relevant distinction between stative types reflected by syntax (unergative behaviour correlated with lack of affected theme/change-of-state denotation). This differentiates Italian from Spanish or Catalan forms in not showing two key properties: (i) unaccusativity/transitivity; (ii) change-along-scale entailment. A continuum from minimally to maximally different aspectual and syntactic configurations obtains. Although the focus is set on deadjectival verbs and the unusual properties of Italian -ggiare, the results are extendable to further data.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.22,Tobias Scheer,3 x Phonology,2022,"What does it take to run a full substance-free phonology (SFP)? Because in classical approaches only items below the skeleton have phonetic properties that, according to SFP, need to be expunged, current work in SFP only ever concerns segmental aspects. If substance is removed from segmental representation and primes and computation are therefore arbitrary, the non-trivial question arises: how can such a system communicate with a system where primes and computation are not arbitrary (at and above the skeleton)? The two phonologies below and at / above the skeleton that exist in production are complemented with a third phonology that occurs upon lexicalization, that is, when L1 learners or adults transform the acoustic signal into a stored representation. The core of this article argues that this broad architecture is inhabited by three distinct computational systems along the classical feature geometric divisions: Son(ority) is located at and above the skeleton, while Place and Lar(yngeal) live below the skeleton. The question then is how a multiple-module spell-out works, that is, how ingredients from three distinct vocabularies can be mapped onto a single phonetic item. It is argued that the skeleton plays a central role in this conversion.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.10,David Odden,Radical substance-free phonology and feature learning,2022,"This article argues that phonological features have no substantive properties, instead, segments are assigned features by learning strategies set to the task of devising a computational system for a phonology that is consistent with the requirements of UG. I address two problems for such a substance-free model. The first is the Card-Grammar problem, which has been suggested to argue for universal substantive features, on the premise that, otherwise, language data cannot be stored in a fashion necessary to correct learning errors. The Card Grammar problem disappears, in a suitably modular theory of mind with learned interfaces, where the mind still can retain information not parsed in a particular grammar. The second problem is the need for a demonstration, not just an assertion, that a reasonable theory of grammar and learning which has no access to phonetic substance can yield a coherent system of feature assignments. This is accomplished by modeling the learning of features necessary for the phonology of Kerewe.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.9,Bridget D. Samuels; Samuel Andersson; Ollie Sayeed; Bert Vaux,Getting ready for primetime: Paths to acquiring substance-free phonology,2022,"Substance-free phonology (SFP) is based on the hypothesis that phonological computation makes no reference to phonetic substance, and that phonological features are treated as arbitrary symbols for the purposes of computation. However, phonologists within the SFP tradition disagree about whether the content of phonological features is innate or learned (“emergent”), and if learned, whether the acquisition process is based on phonological patterning alone or refers to phonetic substance. In the present article we identify predictive differences between these accounts. We conclude that there is an innate basis to phonological features, but that featural content is not innate. We suggest that a hybrid phonetic-phonological approach to feature content acquisition may ultimately be the most successful.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.35,Charles Reiss; Veno Volenec,Conquer primal fear: Phonological features are innate and substance-free,2022,"We argue that the representational primes of the human phonological faculty, the so-called distinctive features, are innate and substance-free. Our arguments for the innateness of features are built on traditional and novel logical arguments, experimental evidence accumulating over recent decades, and somewhat detailed proposals about their neurobiological reality. As symbols in the brain, features are substance-free, that is, they are devoid of articulatory and acoustic content, or even any direct reference to such phenomena. This is consistent with our substance-free conception of phonological computation, an approach that eschews functionalist notions like markedness, ease of articulation, and so on. We also outline a neural model of the phonetics-phonology interface called Cognitive Phonetics, which transduces innate features to speech articulation and from speech acoustics. These extra-grammatical transduction procedures are also part of the human biological endowment, which leaves no room for language-specific phonetics in our theory of the externalization of language. We show how Cognitive Phonetics can account for traditionally recognized intersegmental coarticulation, as well as the previously unexplored intrasegmental coarticulation, strongly suggesting that the basic units of speech production are transduced features.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.39,Paul Boersma; Kateřina Chládková; Titia Benders,Phonological features emerge substance-freely from the phonetics and the morphology,2022,"Theories of phonology claim variously that phonological elements are either innate or emergent, and either substance-full or substance-free. A hitherto underdeveloped source of evidence for choosing between the four possible combinations of these claims lies in showing precisely how a child can acquire phonological elements. This article presents computer simulations that showcase a learning algorithm with which the learner creates phonological elements from a large number of sound–meaning pairs. In the course of language acquisition, phonological features gradually emerge both bottom-up and top-down, that is, both from the phonetic input (i.e., sound) and from the semantic or morphological input (i.e., structured meaning). In our computer simulations, the child's phonological features end up with emerged links to sounds (phonetic substance) as well as with emerged links to meanings (semantic substance), without containing either phonetic or semantic substance. These simulations therefore show that emergent substance-free phonological features are learnable. In the absence of learning algorithms for linking innate features to the language-specific variable phonetic reality, as well as the absence of learning algorithms for substance-full emergence, these results provide a new type of support for theories of phonology in which features are emergent and substance-free.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.36,William Idsardi,Underspecification in time,2022,"Substance-free phonology or SFP (Reiss 2017) has renewed interest in the question of abstraction in phonology. Perhaps the most common form of abstraction through the absence of substance is underspecification, where some aspects of speech lack representation in memorized representations, within the phonology or in the phonetic implementation (Archangeli 1988, Keating 1988, Lahiri and Reetz 2010 among many others). The fundamental basis for phonology is argued to be a mental model of speech events in time, following Raimy (2000) and Papillon (2020). Each event can have properties (one-place predicates that are true of the event), which include the usual phonological features, and also structural entities for extended events like moras and syllables. Features can be bound together in an event, yielding segment-like properties. Pairs of events can be ordered in time by the temporal logic precedence relation represented by ‘&lt;’. Events, features and precedence form a directed multigraph structure with edges in the graph interpreted as “maybe next”. Some infant bimodal speech perception results are examined using this framework, arguing for underspecification in time in the developing phonological representations.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.26,Bronwyn M. Bjorkman,Some structural disanalogies between pronouns and tenses,2022,"A pronominal analysis of tense goes back to Partee (1973), motivated by a series of proposed parallels between the interpretation of tenses and that of pronouns. This article revisits Partee's interpretive parallels, as well as two more identified in Kratzer (1998), in light of subsequent developments in work on both temporal relations and on pronouns. The goal of this article is not to argue for or against a pronominal analysis of tense, but instead to make clearer the syntactic and semantic space within which such an analysis is situated, especially given that pronouns have been given increasingly complex syntactic representations even as tense has remained syntactically simplex.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.20,Cassandra Chapman; Keir Moulton,Second chances in antecedent retrieval: The processing of reflexives in two types of reconstruction environments,2022,"A body of psycholinguistic research shows that structural constraints play a large role in guiding anaphora resolution in the early moments of processing (Nicol and Swinney 1989; Harris et al. 2000; Sturt 2003; Kazanina et al. 2007; Xiang et al. 2009; Chow et al. 2014). Omaki (2010) and Omaki et al. (2019) report on an interesting case where reflexives in wh-predicate fronting constructions launch a search that is not structurally guided. We further investigate this phenomenon, by asking whether non-structurally guided retrievals of this sort result in comprehenders ever committing to ungrammatical antecedents, perhaps as a ‘lingering’ interpretation of the sort found with garden path sentences (Christianson et al. 2001; Ferreira et al. 2001; Slattery et al. 2013). In two forced-choice studies, we find evidence that ungrammatical dependencies resulting from a non-structural search are sometimes maintained in offline comprehension, particularly with a more demanding task. We then probe the incremental processing that follows non-structurally guided retrieval, asking if and when the processor initiates a renewed search. In a self-paced reading experiment, we show that the processor continues its search for an antecedent very soon after retrieving a non-structurally guided antecedent. Surprisingly, however, we found a similar processing profile in cases where a structurally licensed antecedent was already encountered. While it has been recently shown that cataphoric pronouns persist in an antecedent search after a failed retrieval (Giskes and Kush 2021), our results suggest that when reflexives locate a preceding antecedent – by either a structural or non-structural search – this does not terminate further consideration of a different dependency. We consider these data in light of the comparison between cataphoric elements and wh-fillers in launching an active search to complete a dependency.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.21,Richard Compton,On the structure of (personal) pronouns in Inuktut,2022,"This article examines the internal structure of personal pronouns in Inuktut. Building on previous work on syntactic variation and universals in personal pronoun systems (Harley and Ritter 2002, Ghomeshi and Massam 2020) and drawing on arguments that these and demonstrative pronouns are structurally complex (Déchaine and Wiltschko 2002, Leu 2015), it is argued that Inuktut pronouns are morphosyntactically complex, with exponents realizing multiple functional heads as well as an overt root. In particular, it is claimed that (local) person is represented twice, both as a root and in a higher functional projection. Previous arguments that Inuktut pronouns should instead be analyzed as D heads based on Adnominal Pronoun Constructions are also addressed (Yuan 2018, 2021).",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.27,Kirby Conrod,Abolishing Gender on D,2022,"This article presents a Minimalist syntactic analysis of sociopragmatically conditioned gender features on pronouns. To account for inter- and intra-speaker variation, I locate the parameter for social gender in the presence or absence of an unvalued gender feature on the phase head D. Supporting this analysis, I show that variation in English speakers’ acceptability and use of definite, specific singular they, as in (i), is sensitive to reference; this sensitivity is robustly explained by the location of gender features on D.
    (i) Taylori is writing theiri own autobiography.
    For speakers who report (i) as ungrammatical, a crash results from the uGender feature on D remaining unvalued. For innovative speakers, uGender is not present on D and no crash results from a lack of gender features. This analysis explains why a pragmatic feature like social gender can cause true syntactic ungrammaticality, since the narrow syntax encodes certain pragmatic features as obligatory.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.25,Elizabeth Cowper; Daniel Currie Hall,Morphosemantic features in Universal Grammar: What we can learn from Marshallese pronouns and demonstratives,2022,"This article analyzes Marshallese pronouns and demonstratives, arguing that both privative and binary morphosemantic features are necessary, and that the two types coexist in a single domain. Marshallese encodes number with atomic, and person with [ is a dependent of the person head, in Marshallese it heads a projection above the person head. And while in Heiltsuk the person features occupy the same position in both pronouns and demonstratives, Marshallese pronouns have a different structure, with person and number features mapping to a single syntactic head. The contribution of UG is thus not a set of specific features or specific structures, but a set of more abstract principles.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.30,Chung-hye Han; Keir Moulton,Processing bound-variable singular they,2022,"The pronouns they/them/their are readily available with a singular interpretation as bound variables (Balhorn 2004, Bjorkman 2017). Referential interpretations are possible, but subject to pragmatic considerations and changes in progress (Bjorkman 2017, Conrod 2019, Konnelly and Cowper 2020). In a series of experiments, we tested differences between bound and referential singular they in acceptability and incremental processing, asking whether bound they is sensitive to the gender of its antecedent, as referential they is (Doherty and Conklin 2017, Ackerman 2018, Ackerman et al. 2018, Conrod 2019). We found that bound singular they has an advantage over referential singular they in acceptability, even when the antecedent is gendered. In processing, however, bound-variable singular they showed a reading time advantage over referential singular they only with gendered antecedents. We evaluate these results against existing formal linguistic theories of singular they implemented within psycholinguistic models of pronoun processing. We submit that none of the theories fully captures the range of evidence we uncover, in particular the interaction between gender and quantification. We suggest a formal account that does: we propose, using representations from Kratzer (2009) and Sudo (2012), that gender and number features are differentially represented in referential versus binding dependencies. We speculate how this representational difference relates to the processing mechanisms of antecedent retrieval and to the limited processing advantage for bound singular they that we found.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.24,Ivona Kučerová; Adam Szczegielniak,Between pronouns and R-expressions: Pronoun-like lexical noun phrases,2022,"We discuss an empirical study that suggests a finer categorization of pronouns versus lexical noun phrases in terms of their feature valuation. We argue that not all lexical noun phrases have their ϕ-features valued from the lexicon. By investigating Polish politeness markers, we demonstrate that certain noun phrases can have their features (specifically, the person feature) valued in a manner parallel to feature valuation in free pronouns. The proposal thus refines our understanding of the categorial distinction between different types of nominals, and suggests that in addition to known morphological and syntactic variation in the domain of pronouns and lexical noun phrases, there is a more fine-tuned classification of feature valuation types.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.28,Martha McGinnis,"Reflexive clitics are verbal, not pronominal",2022,"I argue that reflexive clitics are not pronominal, but verbal. Cross-linguistically, reflexive clitics can realize either an unaccusative or an unergative Voice head, both of which allow anaphoric interpretations (as suggested by the work of Reinhart and Siloni 2004, 2005). I contrast the anaphoric Voice analysis with two well-known pronominal analyses of reflexive clitics: one, proposed for French, postulating an anaphoric external argument (McGinnis 1998, Sportiche 1998), and another, proposed for Icelandic figure reflexives, postulating an expletive argument in [Spec, pP] (Wood 2014, 2015; Wood and Marantz 2017). Evidence against the external-argument analysis for French includes: a language-internal contrast between unergative and unaccusative anaphoric clauses (Labelle 2008); the absence of a c-command requirement on the licensing of anaphoric Voice; the absence of a lethal ambiguity effect with anaphoric Voice (McGinnis 1998, 2004); and the interpretation of focus constructions with seul ‘only’ (Sportiche 2014, Haiden 2019). Evidence against the Icelandic expletive-argument analysis includes: the observation that not all figure reflexives have a pP, or allow an impersonal passive (Moser 2021); and the difficulty of extending the analysis to other languages with reflexive clitics – in particular, the difficulty of accounting for the widespread observation that anaphoric clitics are restricted to referential dependencies involving the external argument.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.29,Ileana Paul; Lisa deMena Travis,Pronominal deficiency: A view from Malagasy,2022,"Various proposals have been made in the literature, arguing that bound pronouns are, in some sense, deficient. This article tests this hypothesis with Malagasy pronouns, specifically in the context of Zribi-Hertz and Mbolatianavalona's (1999) claim that Malagasy pronouns may be bound only when they are missing the NumP layer of DP. Zribi-Hertz and Mbolatianavalona show further that other syntactic properties are also attached to the lack of NumP. The variety of Malagasy investigated here (Malagasy2), behaves differently from the one described by Zribi-Hertz and Mbolatianavalona (Malagasy1), and these differences lead to two conclusions. First, there are no syntactically deficient pronouns in Malagasy2, yet these syntactically complete pronouns may, in fact, be bound. Second, Zribi-Hertz and Mbolatianavalona are nevertheless correct that the lack of NumP accounts for a cluster of properties, since none of these distinctions between pronouns that they describe are found in Malagasy2. More broadly, we conclude that pronominal binding does not require syntactic deficiency.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.23,Justin Royer,Decomposing definiteness: Evidence from Chuj,2022,"This article explores the realization of definiteness in Chuj, an underdocumented Mayan language. I show that Chuj provides support for recent theories that distinguish between weak and strong definite descriptions (e.g., Schwarz 2009, 2013; Arkoh and Matthewson 2013; Hanink 2018; Jenks 2018). A set of morphemes called “noun classifiers” contribute a uniqueness presupposition, composing directly with nominals to form weak definites. To form strong definites, I show that two pieces are required: (i) the noun classifier, which again contributes a uniqueness presupposition, and (ii) extra morphology that contributes an anaphoricity presupposition. Chuj strong definites thus provide explicit evidence for a decompositional account of weak and strong definites, as also advocated in Hanink 2018. I then extend this analysis to third person pronouns, which are realized in Chuj with bare classifiers, and which I propose come in two guises depending on their use. On the one hand, based on previous work (Postal 1966, Cooper 1979, Heim 1990), I argue that classifier pronouns can sometimes be E-type pronouns: weak definite determiners which combine with a covert index-introducing predicate. In such cases, classifier pronouns represent a strong definite description. On the other hand, I argue, based on diagnostics established in Bi and Jenks 2019, that Chuj classifier pronouns sometimes arise as a result of NP ellipsis (Elbourne 2001, 2005). In such cases, classifier pronouns reflect a weak definite description.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.1,Abdel Rahman Mitib Altakhaineh,Compositionality in N + N compounds in Jordanian Arabic and English,2022,"This article aims to examine to what extent English and Jordanian Arabic (JA) have the same classification of N + N compounds based on their degree of compositionality. It also attempts to propose a universally applicable classification of compositionality in N + N compounds. I suggest a modified version of the degree of compositionality based on previous classifications by Fernando (1996), Dirven and Verspoor (1998), and Kavka (2009). The new classification is based on the semantic contribution of the head and the non-head to the meaning of the whole compound. After I have applied the new scale to the JA data, I argue that English and JA have compounds that exhibit the four degrees of compositionality; namely completely compositional, semi-compositional, semi non-compositional and completely non-compositional. The article concludes with some recommendations for future research.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.3,Hélène Blondeau; Mireille Tremblay,The hidden dimensions of a change from below: Consequence markers in Montreal French,2022,"This article examines the rise of vernacular consequence marker ça-fait-que (CFQ), often realized as [fɛk] or [fak], at the expense of its standard counterparts donc and alors in Montreal French. The apparent-time analysis is based on a 2012 corpus of semi-directed interviews collected in Montreal. Previous studies treated the CFQ/donc/alors alternation as a purely lexical sociolinguistic variable. Our analysis shows how a vernacular variant (CFQ), initially associated with the working class and stigmatized, comes to compete, develop as a default form, and eventually crowd out forms at the other end of the social prestige scale (alors and donc). We rely on new socio-phonetic considerations to unveil a reconfiguration of the variable. The integration of the sociophonetic dimension sheds light on a complex process of diffusion, where a change from below is propelled by an additional change, but from above. Our article shows the key role played by women in both changes.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.2,Maya L. Barzilai,Phonetic and Phonological Salience in Tone Processing,2022,"The aim of this study is to determine whether it is the phonetic or phonological effect on processing that is stronger when the two effects are in conflict. Results are presented from a recall experiment, in which speakers of French and Tłı̨chǫ (Dene, Canada) recall syllables with either H or L tone. While French speakers remembered H syllables more accurately, Tłı̨chǫ speakers remembered L tones more accurately. The findings show simultaneous effects of phonetics and phonology, and have implications for notions of salience and how it can be measured as well as for the different types of salience that are active in speech sound processing.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.4,Juhani Rudanko; Paul Rickman,Analyzing the Gerundial Patterns of prevent: New Corpus Evidence from Recent English,2022,"One well-known difference between British and American English concerns the verb prevent. In both varieties, the verb is commonly found in constructions with NP from -ing, as in […] the extreme temperature of the cold tenderises the flesh and prevents it from becoming tough (NOW Corpus 2010), and in British English it is also commonly found in corresponding constructions lacking the preposition from, as in Morgan […] fastened a belt around his wrists to prevent him saving himself (NOW Corpus 2011). There are major unresolved issues relating to the two types of constructions illustrated. One question is whether the constructions involve object control or a Raising rule. One novel idea proposed is that an ACC -ing analysis should be available for the pattern without from. The British and American segments of the NOW corpus offer good sources of data, which have not been used in earlier work on prevent.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2022.6,Maxim Barkov; Fabián Santiago; Teresa Peralta,Production of Vowel Reduction by Mexican Learners of English as L2 and Russian as L3,2022,"In this study, we examined to what extent cross-linguistic influence is observed in the production of unstressed vowels in Mexican learners of L2 English and L3 Russian. Phonological spectral vowel reduction is a widespread process present in both English and Russian, but not in Spanish. In total, 18 Mexican learners, six American speakers, five Russian speakers and six Mexican speakers performed a delayed word repetition task and a sentence completion task. Euclidean distances and temporal values were measured to assess vowel reduction in 1,192 tokens. Mexican learners showed hybrid values of vowel reduction in both foreign languages: while they tended to use quality cues in the case of the L2, they relied on duration cues in the case of the L3. Our results do not show any direct evidence of cross-linguistic influence of temporal values or vowel quality from the L1 or the L2 on the L3. We examine these findings in light of similar studies and current L3 acquisition models.",CANADIAN JOURNAL OF LINGUISTICS
10.1017/cnj.2021.33,Trang Phan; Tue Trinh; Hung Phan,Deriving four generalizations about nominals in three classifier languages,2021,"This squib presents a set of facts concerning nominal structures in Bahnar, Mandarin, and Vietnamese. It proposes an account of these facts which reduces them to cross-linguistic differences with respect to the availability of particular syntactic configurations involving the bare noun and its extended projection. These differences, in turn, are derived from cross-linguistic variations with respect to the availability of items in the functional lexicon.",CANADIAN JOURNAL OF LINGUISTICS
