doi,author,title,year,abstract,journal
10.1075/eww.18.1.03bai,Guy Bailey; Thomas Wikle; Jan Tillery,The Effects of Methods on Results in Dialectology,1997,"Although dialectology was among the first disciplines to use the survey as a research tool, dialectologists, unlike researchers in other social sciences, have done little work in assessing the effects of their survey methods on their results. This paper attempts to begin a dialog on the effects of methods on results in dialectology by comparing results from five surveys which overlap both in their geographic coverage and in some of the linguistic information they elicit. The surveys differ in their methods of administration (face-to-face interviews vs. telephone interviews), sample construction (purposive vs. random), and the kinds of data they elicit (observations of behavior vs. self-reports). Our comparison of the different surveys shows that while different modes of administration have little effect on results, even slight differences in survey populations affect results significantly, as does the kind of data elicited. Surprisingly, self-reports seem to reflect the linguistic behavior of a population for some features better than observations of behavior do. The effects of the type of sample used are not clear from this study, although random samples have the advantage of explicitly accounting for sampling error and allow for a wide range of inferential statistics that cannot be used with purposive samples. Finally, the comparison suggests that there is no single &apos;best&apos; type of survey. Different research problems require different kinds of surveys. What is important is that samples not be constructed in haphazard ways and that we explicitly take into account the effects of our methods on our results.",ENGLISH WORLD-WIDE
10.1075/eww.18.1.04ste,Peter Stein,The English Language in Mauritius: Past and Present,1997,"Mauritius was a British colony for almost 200 years, but except in the domains of administration and teaching, the English language was never really spoken on the island. This article traces its local history and its failure to establish itself as a replacement for French (and perhaps also the French-based creole) during the 19th and the first half of the 20th century. English is still the official language of Mauritius, but a large proportion of the population does not speak it at all or has at best a very limited knowledge of it. Nonetheless, no other language spoken on the island presents itself as a viable alternative. The historical overview and the discussion of the present situation are complemented by an analysis of the language tables taken from the population censuses of 1931 to 1990 and some data from an inquiry made by the author in the mid-seventies. To complete the study, the English influence on French and Creole is shown, and three specimens of Mauritian English as spoken by young people are given and commented on.",ENGLISH WORLD-WIDE
10.1075/eww.18.1.05dso,Jean D'souza,"Indian English: Some Myths, Some Realities",1997,"The New Varieties of English (e.g. IndE, SingE, NigE) have been studied for the last several decades. In the course of this study several &apos;myths&apos; have arisen about these varieties and these myths have increasingly been accepted as facts. The main aim of this paper is to examine some of these myths and to try to reveal the realities behind them. I argue that as long as the myths are accepted as givens there can be no real progress in the study of the New Varieties. I will explore the myths in the context of IndE but the arguments provided apply to all the New Varieties. The myths I will deal with are:1) IndE is a ""non-native"" variety of English.2) IndE has no standards.3) IndE lacks creativity.4) IndE is the language of a small but dominant elite.5) English is the cause of most of the problems in India and in the world.",ENGLISH WORLD-WIDE
10.1075/eww.18.1.06hol,Janet Holmes,Setting New Standards: Sound Changes and Gender in New Zealand English,1997,"Social dialect data demonstrates that women tend to lead linguistic change in New Zealand English over a range of linguistic variables. This paper describes some current sound changes in New Zealand English, discusses their potential sources, and suggests possible mechanisms by which they percolate through the system. Women&apos;s role in language change is a controversial area. The final section examines a range of explanations which have been proposed to account for the patterns identified by researchers and assesses their relevance to the New Zealand data.",ENGLISH WORLD-WIDE
10.1075/eww.19.2.02dub,Sylvie Dubois; Barbara M. Horvath,From Accent to Marker in Cajun English: A Study of Dialect Formation in Progress,1998,"The English of bilingual Cajuns living in southern Louisiana has been described as an accented variety of English, the result of interference from French. In order to investigate this proposition, we present a variationist study of four features of Cajun English: 1) the interdental fricatives /th, ð7 realized by the dental stops [t, d]; 2) the failure to aspirate the stops /p, t, k/; 3) the monophthongization of /ai/ and 4) vowel nasalization. The data for this study are taken from the Cajun French/ English Sociolinguistic Survey; the survey has confirmed that English has become dominant in these communities over the last two generations. A sub-sample of 28 speakers, divided by gender into three age groups, is taken from St Landry Parish. If interference from French is the source of these features of Cajun English, we would expect a steady decrease in frequency over apparent time so that these vernacular features will be used more frequently by the older and less frequently by the middle-aged and least of all by the younger generation. The results of GoldVarb analysis of the variables show a complex interrelationship of age, gender and social network. All of the variables studied followed the expected pattern; the old generation use more of the vernacular variants than all others; the middle-aged dramatically decrease their use of the vernacular but the young generation exhibit a number of complex patterns in their use of the vernacular features. Interestingly the young follow the decreasing pattern for (p, t, k) but they show a level of usage for the other variables closer to the old generation so that there is a v-shaped age pattern rather than a pattern showing a steady decrease of the so-called accented features of Cajun English. We argue that although the vernacular forms produced by the older group can be considered part of an ethnic accent, they play a very different role in the younger generation which can be attributed both to French language attrition and to the on-going blossoming of a Cajun cultural renaissance. Being Cajun is now socially and economically advantageous; the younger generation, unlike the middle-aged, take pride in their Cajun identity. The functions of French for people under 40 years old have been significantly reduced so that it is now generally limited to the family domain and even more restricted in that it is used primarily in speaking with older members of the extended family. Given this situation, the only linguistic way to signal ""Cajunness"" is left to English.",ENGLISH WORLD-WIDE
10.1075/eww.19.2.03awo,V.O. Awonusi,Nigerian English In Political Telemarketing,1998,"Societal multilingualism helps Nigeria to retain English, an exoglossic language, as her lingua franca. English performs both instrumental and integrative functions in Nigeria. The use of English as a language of political campaigns exemplifies one of the important functions given the country&apos;s level of economic development and slow-evolving, military-authored democracy. The paper examines the exploitation of English in television advertising in Nigeria. It is done as a follow-up to an earlier work on the use of English in political ads in the print media. The present paper examines English, within a context of media multilingualism, in the marketing (advertisement) of political programmes in the recent Abacha democratic experiment in Nigeria.",ENGLISH WORLD-WIDE
10.1075/eww.19.2.04bau,Robert J. Baumgardner,Word-Formation In Pakistani English,1998,"The article discusses patterns of word-formation which are specifically characteristic of Pakistani English, providing ample documentation from a variety of indigenous sources. In particular, attention is paid to compounding, affixation, conversion, back-formation, clipping, abbreviation/acronyms, and blends. Also, results of an acceptability test of select word-formations are reported.",ENGLISH WORLD-WIDE
10.1075/eww.19.2.05als,Lubna Alsagoff;  Bao Zhiming; Lionel Wee,Why You Talk Like That?: The Pragmatics of a Why Construction in Singapore English,1998,"In this paper, we examine one wh-construction in Singapore English, which signals a demand for justification, and show that there is a systematic correlation between its structural and pragmatic properties. We suggest that this wh-construction is based on the imperative, and inherits the structural properties associated with the relatively more polite version of the imperative. In Singapore English, this is the version that makes explicit mention of the second person subject, whereas in Standard English the use of you in the imperative decreases politeness. After a careful comparison of the pragmatics of the imperative in Standard English, Singapore English and Chinese, we conclude that the asymmetry between the why-construction in Standard English and in Singapore English can be accounted for by substrate influence from Chinese, from which the Singaporean construction has inherited its politeness constraints.",ENGLISH WORLD-WIDE
10.1075/eww.19.1.03mcc,Kevin McCafferty,Barriers to Change: Ethnic Division and Phonological Innovation in Northern Hiberno-English,1998,"Work on Northern Hiberno-English (NHE) generally accepts a consensus view that plays down or overlooks interactions between ethnic division and language variation. A study of Derry/Londonderry English (DLE) indicates that, for a feature involved in ongoing change, ethnicity is a salient social factor. The (e) variable in the FACE-class is subject to change in which a distinction between ""Standard"" NHE [e] and vernacular [I] is giving way to a three-way distinction which for some speakers adds ingliding [is] diphthongs. The change originates in the east of Northern Ireland, especially Belfast, and may have been in progress for some time. It is entering DLE through the Protestant middle class, and diphthongs are now the predominant vernacular form among Protestant teenagers of both sexes and all class backgrounds. While it has made little progress among Catholics, it is currently found mainly among the Catholic middle class. The ethnic boundary is not an impermeable barrier, but it has a considerable delaying effect on the spread of this innovation.",ENGLISH WORLD-WIDE
10.1075/eww.19.1.04dek,Vivian de Klerk; Gary P. Barkhuizen,English in the South African Defence Force: A Case Study of 6SAI,1998,"The article reports on research carried out at an army camp in the Eastern Cape Province of South Africa in 1996; it aimed to examine language use at the camp across all levels and in all contexts, in order to assess the degree to which South Africa&apos;s new multilingual language policy of 1994 has taken root, and in particular to ascertain the extent to which English was being used, and what troops and staff felt about its use. Questionnaires, interviews and observation techniques were used to provide a full description of linguistic practices, views and attitudes at all levels and in a wide range of activities in the camp. Results suggest that despite the national language policy, and despite a very low number of L1 English speakers in the camp, English is playing a very significant role across all levels as lingua franca for efficient communication, and this is matched with a pervasively positive view about its continued use.",ENGLISH WORLD-WIDE
10.1075/eww.19.1.05gor,Elizabeth Gordon,The Origins of New Zealand Speech: The Limits of Recovering Historical Information from Written Records,1998,"New Zealand English has evolved in the past 150 years, at a time when it is possible to find both written and spoken evidence of its development. This paper takes evidence gained from an analysis of written comments on early New Zealand English and compares this with data taken from ananalysis of spoken New Zealand English obtained from recordings collected in the 1940s of old New Zealanders born in the 1850s-1890s — the period when the New Zealand accent was developing. By putting the written data beside the spoken data it is now possible to assess the accuracy of written records as a basis for the reconstruction of the earliest form of New Zealand English.",ENGLISH WORLD-WIDE
10.1075/eww.19.1.06pet,Pam Peters,The Survival of the Subjunctive: Evidence of its use in Australia and Elsewhere,1998,"The status of the subjunctive is examined in this Australian study of its manifestations in subordinate clauses: in mandative constructions as well as those expressing purpose, condition, concession and the counterfactual. Data from the Australian ACE corpus (1986) is compared with (a) those from the American Brown corpus and the British LOB corpus (both 1961); and with (b) findings from an Australian elicitation survey of 1993. Both the diachronic corpus comparisons and the sociolinguistic profiles associated with the survey indicate declining use of the subjunctive in adverbial clauses, most notably the counterfactual type, but also those expressing purpose, concession and ordinary conditions. However the use of mandative subjunctives is stable, written into a range of corpus materials (fiction and non-fiction), and endorsed by Australians across the age range. The resilience of the mandative subjunctive in Australian (and American) usage contrasts with the prevailing view of British usage commentators, that the subjunctive, if not obsolescent, should not be preserved.",ENGLISH WORLD-WIDE
10.1075/eww.19.1.07sie,Jeff Siegel,Literacy in Melanesian and Australian Pidgins and Creoles,1998,"Recent descriptions of literacy in the English-lexified pidgins and Creoles of Melanesia and Australia have described it as being imposed by outsiders, irrelevant to speakers of these languages and unsuitable for use in formal education. This article presents an opposing point of view. First it outlines recent developments in the region, showing that while literacy may have been introduced from the outside, it has been embraced by many pidgin and creole speakers and used for their own purposes, including education. Second, it describes research findings refuting claims that using a pidgin or creole as a language of education will cause confusion among students and interfere with their acquisition of English.",ENGLISH WORLD-WIDE
10.1075/eww.20.2.01wol,Walt Wolfram; Clare Dannenberg,Dialect Identity in a Tri-Ethnic Context: The Case of Lumbee American Indian English,1999,"This study examines the development of a Native American Indian variety of English in the context of a rural community in the American South where European Americans, African Americans and Native American Indians have lived together for a couple of centuries now. The Lumbee Native American Indians, the largest Native American group east of the Mississippi River and the largest group in the United States without reservation land, lost their ancestral language relatively early in their contact with outside groups, but they have carved out a unique English dialect niche which now distinguishes them from cohort European American and African American vernaculars. Processes of selective accommodation, differential language change and language innovation have operated to develop this distinct ethnic variety, while their cultural isolation and sense of ""otherness"" in a bi-polar racial setting have served to maintain its ethnic marking.",ENGLISH WORLD-WIDE
10.1075/eww.20.2.02ska,Paul Skandera,What do We Really Know About Kenyan English?: A Pilot Study in Research Methodology,1999,"Despite the growing interest in the New Englishes, systematic research into the features of many of these varieties is still lacking. This paper looks at the work that has been done on the features of Kenyan English. It attempts to show that only a combination of corpus analyses, elicitation tests, and the introspection of target language speakers yields reliable results that come up to the expectations of modern linguistics. A re-examination of some of the features listed in the relevant studies by means of these three methods suggests that part of what has been written about Kenyan English may be a misrepresentation of the linguistic reality.",ENGLISH WORLD-WIDE
10.1075/eww.20.2.03lon,V.U. Longe,"Student Slang from Benin, Nigeria",1999,"The paper discusses some general properties of slang and presents a selection of slang expressions as used by students from the University of Benin, Nigeria. The terms collected are interpreted in the light of word formation patterns, semantic changes, and other categories.",ENGLISH WORLD-WIDE
10.1075/eww.20.2.04lon,Daniel Long,Evidence of an English Contact Language in the 19th Century Bonin (Ogasawara) Islands,1999,"This paper contends that an English-based contact language developed on the Bonin (Ogasawara) Islands in the 19th century and was used as the language of communication among the settlers there. The factors discussed in support of this contention are: (1) the diversity in the languages of the first-generation settlers, (2) the abundance of mixed-language households, (3) the absence of formal education or literacy, (4) the nature of words reported by Japanese seamen shipwrecked on the island, (5) reports of communication in English between islanders and visitors, (6) the off-island experiences of islanders, (7) written references to a contact language, (8) the continued usage of non-English words, and (9) the linguistic outcomes of similar island communities.",ENGLISH WORLD-WIDE
10.1075/eww.20.2.05bau,Laurie Bauer,On the Origins of the New Zealand English Accent,1999,"In this paper it is argued that the New Zealand English accent is a mixed accent in origin, showing input from many areas in England south of a line from Cheshire to the Wash. It is argued that attributing the accent to more specific areas in England is possible only if some of the phonetic evidence is ignored. Accordingly, the notion of swamping (Lass 1990) is not specifically required to explain most of the features of the New Zealand accent: such south-eastern focus as there may be is largely the result of the failure of specifically south-eastern features to become stigmatised.",ENGLISH WORLD-WIDE
10.1075/eww.20.1.01mon,Michael Montgomery,Eighteenth-Century Sierra Leone English: Another Exported Variety of African American English,1999,This essay examines the language of an expatriate community as found in letters and petitions written by African Americans who migrated to Sierra Leone by way of Nova Scotia in 1792. These documents provide some of the earliest first-hand evidence of African American English and contribute to debates about the history of that variety. The paper compares selected grammatical features in that variety to modern-day African Nova Scotian English for insights to the history of African American English and develops a case for the principled use of manuscript documents for reconstructing earlier stages of colloquial English.,ENGLISH WORLD-WIDE
10.1075/eww.20.1.02sim,Augustin Simo Bobda; Beban Sammy Chumbow,The Trilateral Process in Cameroon English Phonology: Underlying Representations and Phonological Processes in Non-Native Englishes,1999,"With reference to Cameroon English (CamE), this paper proposes another way of analysing non-native English features: differing from the traditional approach which limits itself to surface forms, the paper proposes the tracing of deviations down to the underlying representation (UR) and suggests that RP URs (A) are restructured to autonomous CamE URs (B). While A undergoes RP phonological rules to surface as A&apos;, B may fail to undergo these processes; it may also undergo parallel — and quite often divergent — processes and surface as B&apos;. For example, RP UR ""s[^]cceed"" (A) is restructured to CamE ""s[u]cceed"" (B). A becomes ""s[^]cceed"" by Vowel Reduction and B, which does not undergo this process, surfaces unchanged as ""s[u]cceed"" (B&apos;). This process can be represented on a chart which has three sides: AA&apos;, AB and BB&apos;. Hence the name Trilateral Process. It is observed that this model is more illuminating with respect to the dynamics of the differences between native and non-native Englishes than an analysis based solely on surface observation of deviations, for a catalogue of deviations lacks the explanatory insights of a trilateral analysis.",ENGLISH WORLD-WIDE
10.1075/eww.20.1.03li,David C.S. Li,The Functions and Status of English in Hong Kong: A Post-1997 Update,1999,"This paper is an update of Luke and Richards&apos; (1982) study on the functions and status of English in Hong Kong. The sociolinguistic matrix is described by outlining the distribution of the main functions of the two written languages standard written Chinese (SWC) and English, and the three spoken languages Cantonese, English and Putonghua, in four key domains: government, media, employment and education. Cantonese and English remain the most important spoken languages. The macro-sociolinguistic analysis ""diglossia without bilingual-ism"" has given way to polyglossia with increasing bilingualism. There are two written H varieties, SWC and English, the former is penetrating into some domains formerly dominated by the latter. Cantonese, typically interspersed with some English, is assigned L functions in both spoken and written mediums. There is some indication that Putonghua is getting increasingly important in post-colonial Hong Kong, but there are as yet no significant social functions assigned to it. Compared with the early 1980s, significant changes have taken place at all levels. Language-related changes are discussed in light of a critical review of recent local research in a number of areas: medium of instruction, language right, linguistic imperialism, Hong Kong accent, Hong Kong identity and language attitudes toward Chinese and English. In view of the tremendous social prestige and symbolic predominance of English, it is argued that ""value-added"" is a more suitable epithet than ""auxiliary"" to characterize the status of English in post-1997 Hong Kong.",ENGLISH WORLD-WIDE
10.1075/eww.20.1.04gor,Elizabeth Gordon; Peter Trudgill,Shades of Things to Come: Embryonic Variants in New Zealand English Sound Changes,1999,"In Trudgill&apos;s 1983 follow-up of his 1968 urban dialect survey of Norwich, he showed that a labio-dental approximant pronunciation of /r/ which he had formerly dismissed as purely idiosyncratic, was actually early evidence of a sound change. Using this insight, the authors have taken present-day changes in New Zealand English and looked for evidence of them in an archive of recorded English spoken by New Zealanders born between the 1860s and 1890s. In this paper they demonstrate that early examples of present-day changes can be found in the speech of a few New Zealand speakers born as early as the 1860s, showing that some sound changes have their origins much further back than was ever realised. This new evidence raises the interesting question as to why some early variants should later develop into present-day features of New Zealand English and others disappear completely.",ENGLISH WORLD-WIDE
10.1075/eww.20.1.05bay,Donn Bayard,Getting in a Flap or Turning off the Tap in Dunedin?: Stylistic Variation in New Zealand English Intervocalic (-T-),1999,"T-flapping data from the formal-register Dunedin Survey of NZE are combined with Holmes&apos; analysis of this variable in interview and casual conversational style drawn from the Wellington Corpus of Spoken New Zealand English. My goal was to see how this variable was related to some 15 other previously analysed phonological variables, and to arrive at an overall stylistic portrait of this variable in NZE. The two datasets fit together well, even though Holmes used Varbrul in her analysis while I relied on factor analysis and MANOVA. A number of Holmes&apos; specific hypotheses are supported by the more formal Dunedin data.",ENGLISH WORLD-WIDE
10.1075/eww.21.2.02cha,J.K. Chambers,Region and language variation,2000,"Traditional dialectology took region as its primary and often its only independent variable. Because of numerous social changes, region is no longer the primary determinant of language variation, and contemporary (sociolinguistic) dialectology has expanded the number of independent variables. In Dialect Topography, we survey a representative population, and that population inevitably includes some subjects born outside the survey region. We want to know how these non-natives affect language use in the community. Admitting them thus requires us to implement some mechanism for identifying them in order to compare their language use to the natives. The mechanism is called the Regionality Index (RI). Subjects are ranked on a scale from 1 to 7, with the best representatives of the region (indigenes) receiving a score of 1, the poorest (interlopers) a score of 7, and subjects of intermediate degrees of representativeness in between. I look at three case studies in which RI is significant: bureau in Quebec City, running shoes in the Golden Horseshoe, and soft drink in Quebec City. These results introduce a new dimension to the study of language variation as a regional phenomenon and provide a framework for the integration of regionality as one independent variable among many in dialect studies. The RI provides, perhaps for the first time, an empirical basis for inferring the sociolinguistic effects of mobility.",ENGLISH WORLD-WIDE
10.1075/eww.21.2.03sch,Edgar W. Schneider,Feature diffusion vs. contact effects in the evolution of new Englishes: A typological case study of negation patterns,2000,"This paper proposes an investigation of New Englishes in a diachronic and typological-comparative perspective. It is suggested that the structural and functional constituents of these varieties can be accounted for by either of two processes, labelled diffusion (the largely unmodified transmission of earlier forms of English (dialectal and standard) through space and time), and selection (the choice of a new, typically indigenous item in a process of feature competition under language contact conditions); some tentative properties of these processes are discussed. Subsequently, the framework is applied to a documentation and interpretation of negation patterns as found in many New Englishes around the world.",ENGLISH WORLD-WIDE
10.1075/eww.21.2.04smi,Jennifer Smith,‘You Ø na hear o’ that kind o’ things’: Negative do in Buckie Scots,2000,"In this article, I conduct a quantitative analysis of do absence in negative declaratives in the present tense in a dialect from the north-east of Scotland, Buckie. Analysis of nearly 800 contexts of use reveals that this variation is entirely conditioned by linguistic internal constraints. The most significant of these is person and number of the subject — 3rd person singular subjects and plural NPs have no do absence, while do is variable in the remaining pronouns. I argue that a syntactic explanation best accounts for this patterning of use. Where there is no overt -s inflection in the present tense (influenced by the “northern subject rule”), do is not obligatory in Buckie Scots. Frequency effects, lexical restrictions and processing constraints are called upon to account for the range of frequencies of do absence seen in the variable contexts. Lastly, there is no significant change in use of do across three generations of speakers, highlighting the community members’ relative immunity to prescriptive norms.",ENGLISH WORLD-WIDE
10.1075/eww.21.2.05mal,Ian G. Malcolm; Judith Rochecouste,Event and story schemas in australian aboriginal English discourse,2000,"The Yamatji people of Western Australia, although largely monolingual speakers of English, maintain an Aboriginal English variety for purposes of intra-group communication. A corpus of forty oral narratives by young Yamatji speakers was analysed and interpreted by a cross-cultural research team. Thirty-three of the texts were isolated as informed by four schemas: “travel”, “hunting”, “observing” and “encountering the unknown”. One text of each type is reproduced here, and the discourse strategies and markers involved are discussed. It is argued that the maintenance of these schemas (and associated genres) is related to longstanding cultural survival strategies and represents a skill which should be taken account of in education.",ENGLISH WORLD-WIDE
10.1075/eww.21.2.06sta,Donna Starks,"Distinct, but not too distinct: Gender and ethnicity as determinants of (s) fronting in four Auckland communities",2000,"This paper shows how a rapid taped survey is used to collect language samples from four New Zealand speech communities. It details the methodology in the study, and presents an analysis of one variable, (s) fronting. This variable is of special interest because, although phoneticians have noted that English speakers sometimes produce this sound in different ways (MacKay 1987: 98; Ladefoged and Maddieson 1996), the sociolinguistic literature does not mention (s) as a variable, apart from references to the homosexual community (Taylor 1998). The findings show that males and females in the majority New Zealand European community use different proportions of the fronted variant of (s), and that minority ethnic groups align themselves around these gender differences in various ways. The paper differs from most research on language and ethnicity in its focus on the similarities between the majority and minority groups, rather than on the differences.",ENGLISH WORLD-WIDE
